case_id,case_type,subject_identified,account_scope_documented,lookback_days,scope_elements_total,scope_elements_reviewed,evidence_item_count,evidence_source_types,corroborated_typology,disposition,rationale_claim_count,rationale_cited_count,escalation_trigger_count,escalation_flag,alert_to_open_days,open_to_complete_days,chronology_present,missing_5w,empty_narrative_fields,label,category,expected_check
CASE-0000152,FRAUD_REFERRAL,1,1,97,6,6,5,correspondence|kyc_file|transaction_records|negative_news_search,0,CLOSED_NO_FINDING,4,4,0,0,1,27,1,,,0,clean,
CASE-0000153,STRUCTURING,1,1,129,8,8,10,kyc_file,0,CLOSED_NO_FINDING,5,5,0,1,3,13,1,,,0,minor_findings,
CASE-0000154,FUNNEL_ACCOUNT,1,1,293,5,5,6,negative_news_search|internal_referral,0,CLOSED_NO_FINDING,5,5,0,0,2,16,1,,,0,clean,
CASE-0000155,LAYERING_PASSTHROUGH,1,1,206,3,3,5,kyc_file|account_statements|transaction_records,0,CLOSED_NO_FINDING,4,0,0,0,1,26,1,,,1,plant_uncited_disposition,unsupported_disposition
CASE-0000156,FUNNEL_ACCOUNT,1,1,231,8,8,6,internal_referral|transaction_records,0,CLOSED_NO_FINDING,5,5,0,0,5,13,1,,,0,clean,
CASE-0000157,FUNNEL_ACCOUNT,1,1,311,8,8,7,negative_news_search|account_statements|internal_referral,0,CLOSED_NO_FINDING,3,3,0,0,3,32,1,,,0,clean,
CASE-0000158,FUNNEL_ACCOUNT,1,1,311,7,7,6,internal_referral|negative_news_search,0,CLOSED_NO_FINDING,2,2,0,0,3,25,1,,,0,clean,
CASE-0000159,LAYERING_PASSTHROUGH,1,1,310,7,7,6,negative_news_search|account_statements|internal_referral|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,5,15,1,,,0,clean,
CASE-0000160,SANCTIONS_REFERRAL,1,1,122,7,7,3,account_statements|negative_news_search|open_source,0,CLOSED_NO_FINDING,5,5,0,0,4,5,1,,,0,clean,
CASE-0000161,LAYERING_PASSTHROUGH,1,1,216,6,6,3,negative_news_search,0,CLOSED_NO_FINDING,5,5,0,1,3,32,1,,,0,minor_findings,
CASE-0000162,FRAUD_REFERRAL,1,1,61,6,4,9,correspondence|account_statements,0,CLOSED_NO_FINDING,5,5,0,0,1,27,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000163,FRAUD_REFERRAL,1,1,101,8,8,5,correspondence|kyc_file|transaction_records|account_statements,0,CLOSED_NO_FINDING,6,6,0,0,4,9,1,,,0,clean,
CASE-0000164,STRUCTURING,1,1,123,5,5,9,open_source|account_statements|internal_referral|correspondence,0,CLOSED_NO_FINDING,4,4,0,0,1,23,1,,,0,clean,
CASE-0000165,STRUCTURING,1,1,120,8,8,3,account_statements|transaction_records,0,CLOSED_NO_FINDING,2,2,0,0,1,11,1,,,0,clean,
CASE-0000166,FUNNEL_ACCOUNT,1,1,237,3,3,6,account_statements|transaction_records|correspondence|kyc_file,0,CLOSED_NO_FINDING,3,3,0,1,2,49,1,,,0,minor_findings,
CASE-0000167,LAYERING_PASSTHROUGH,1,1,260,3,1,5,internal_referral|open_source|negative_news_search|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,4,21,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000168,SANCTIONS_REFERRAL,1,1,100,6,6,9,kyc_file,0,CLOSED_NO_FINDING,5,5,0,0,3,12,1,,,0,minor_findings,
CASE-0000169,STRUCTURING,1,1,119,7,7,9,internal_referral,1,CLOSED_NO_FINDING,4,4,0,0,4,23,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000170,FUNNEL_ACCOUNT,1,1,187,4,4,9,negative_news_search|correspondence|transaction_records|internal_referral,0,CLOSED_NO_FINDING,3,3,0,0,5,30,1,,,0,clean,
CASE-0000171,LAYERING_PASSTHROUGH,1,1,305,4,4,8,transaction_records|account_statements|internal_referral,0,CLOSED_NO_FINDING,2,2,0,0,2,87,1,,activity_reviewed|conclusion,0,major_findings,
CASE-0000172,LAYERING_PASSTHROUGH,1,1,247,6,6,10,account_statements|kyc_file|internal_referral,0,CLOSED_NO_FINDING,5,5,0,0,3,27,1,,,0,clean,
CASE-0000173,FRAUD_REFERRAL,1,1,87,7,7,9,account_statements|correspondence|kyc_file,0,CLOSED_NO_FINDING,3,3,0,0,1,15,1,,,0,clean,
CASE-0000174,FRAUD_REFERRAL,1,1,106,6,6,10,account_statements|internal_referral|kyc_file,0,CLOSED_NO_FINDING,3,3,0,0,3,13,1,,,0,clean,
CASE-0000175,LAYERING_PASSTHROUGH,1,1,255,3,3,4,transaction_records|correspondence|open_source|account_statements,0,CLOSED_NO_FINDING,3,3,0,0,5,37,1,,,0,clean,
CASE-0000176,STRUCTURING,1,1,135,7,7,10,open_source|transaction_records|internal_referral|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,4,14,1,,,0,clean,
CASE-0000177,SANCTIONS_REFERRAL,1,1,138,8,8,5,transaction_records|negative_news_search,0,CLOSED_NO_FINDING,3,3,0,0,3,5,1,,,0,clean,
CASE-0000178,LAYERING_PASSTHROUGH,1,1,191,6,6,9,negative_news_search|account_statements|internal_referral,0,CLOSED_NO_FINDING,4,4,0,0,3,21,1,,,0,clean,
CASE-0000179,FRAUD_REFERRAL,1,1,78,6,6,10,internal_referral|transaction_records,0,CLOSED_NO_FINDING,3,3,0,0,3,38,1,,,0,minor_findings,
CASE-0000180,FRAUD_REFERRAL,1,1,71,3,3,10,correspondence,0,CLOSED_NO_FINDING,6,6,0,0,1,25,1,,,0,minor_findings,
CASE-0000181,FRAUD_REFERRAL,1,1,67,5,5,6,correspondence|open_source|negative_news_search|kyc_file,0,CLOSED_NO_FINDING,5,5,0,0,4,23,1,,,0,clean,
CASE-0000182,STRUCTURING,1,1,38,5,5,9,correspondence|transaction_records,0,CLOSED_NO_FINDING,4,4,0,0,1,19,1,where|why,,0,major_findings,
CASE-0000183,FUNNEL_ACCOUNT,1,1,234,8,8,7,internal_referral,0,CLOSED_NO_FINDING,2,2,0,0,2,59,1,,,0,minor_findings,
CASE-0000184,FUNNEL_ACCOUNT,1,1,244,5,5,7,account_statements|transaction_records,0,CLOSED_NO_FINDING,3,3,0,0,1,19,0,,case_background,0,major_findings,
CASE-0000185,LAYERING_PASSTHROUGH,1,1,222,3,3,9,internal_referral|negative_news_search,0,CLOSED_NO_FINDING,3,3,0,0,3,36,1,,,0,clean,
CASE-0000186,STRUCTURING,1,1,111,5,5,10,transaction_records|account_statements,0,CLOSED_NO_FINDING,5,5,0,1,1,36,1,,,0,minor_findings,
CASE-0000187,FRAUD_REFERRAL,1,1,81,4,4,5,transaction_records|open_source|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,4,17,1,,,0,clean,
CASE-0000188,FRAUD_REFERRAL,1,1,106,8,8,5,kyc_file|negative_news_search|account_statements,0,CLOSED_NO_FINDING,5,5,0,0,4,21,1,,,0,clean,
CASE-0000189,FRAUD_REFERRAL,1,1,83,8,8,6,open_source|kyc_file|correspondence,0,CLOSED_NO_FINDING,4,4,0,0,3,21,1,,,0,clean,
CASE-0000190,LAYERING_PASSTHROUGH,1,1,183,7,7,10,account_statements|open_source|kyc_file|transaction_records,0,CLOSED_NO_FINDING,5,5,0,0,5,17,1,,,0,clean,
CASE-0000191,STRUCTURING,1,1,101,8,8,9,transaction_records|open_source|negative_news_search,0,CLOSED_NO_FINDING,5,5,0,1,3,35,1,,,0,minor_findings,
CASE-0000192,FRAUD_REFERRAL,1,1,65,3,3,6,internal_referral|kyc_file|account_statements|transaction_records,0,CLOSED_NO_FINDING,6,6,0,0,5,17,0,who,,0,major_findings,
CASE-0000193,STRUCTURING,1,1,105,7,7,8,open_source|internal_referral|negative_news_search,0,CLOSED_NO_FINDING,6,6,0,0,5,16,1,,,0,clean,
CASE-0000194,FRAUD_REFERRAL,1,1,65,3,3,5,kyc_file|correspondence|open_source,0,CLOSED_NO_FINDING,3,3,0,0,3,15,1,,,0,clean,
CASE-0000195,FUNNEL_ACCOUNT,1,1,186,5,5,4,correspondence|kyc_file,1,ESCALATED_WITH_FINDING,2,2,1,1,4,21,1,,,0,clean,
CASE-0000196,SANCTIONS_REFERRAL,1,1,113,4,4,9,account_statements|open_source|correspondence,0,CLOSED_NO_FINDING,0,0,0,0,5,4,1,,,1,plant_missing_mandatory,missing_mandatory_element
CASE-0000197,FRAUD_REFERRAL,1,1,60,6,6,6,kyc_file|internal_referral,0,CLOSED_NO_FINDING,2,2,0,0,4,17,1,,activity_reviewed,0,major_findings,
CASE-0000198,FUNNEL_ACCOUNT,1,1,225,8,8,9,open_source|negative_news_search|transaction_records|kyc_file,0,CLOSED_NO_FINDING,4,4,0,0,4,27,1,,,0,clean,
CASE-0000199,LAYERING_PASSTHROUGH,1,1,192,7,7,5,transaction_records|account_statements|kyc_file,0,CLOSED_NO_FINDING,2,0,0,0,3,37,1,,,1,plant_uncited_disposition,unsupported_disposition
CASE-0000200,FUNNEL_ACCOUNT,1,1,271,6,6,5,account_statements|open_source|kyc_file|correspondence,1,ESCALATED_WITH_FINDING,3,3,2,1,4,24,1,,,0,clean,
CASE-0000201,FRAUD_REFERRAL,1,1,99,4,4,10,negative_news_search,0,CLOSED_NO_FINDING,5,5,0,1,1,18,1,,,0,minor_findings,
CASE-0000202,SANCTIONS_REFERRAL,1,1,102,5,5,10,internal_referral|open_source|negative_news_search|transaction_records,0,CLOSED_NO_FINDING,6,6,0,0,3,7,1,,,0,clean,
CASE-0000203,SANCTIONS_REFERRAL,1,1,144,3,3,10,account_statements|open_source|transaction_records|correspondence,0,CLOSED_NO_FINDING,4,4,0,0,3,10,1,,,0,clean,
CASE-0000204,STRUCTURING,1,1,121,3,3,4,account_statements|internal_referral,1,CLOSED_NO_FINDING,6,6,0,0,3,14,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000205,LAYERING_PASSTHROUGH,1,1,293,4,4,6,negative_news_search|kyc_file,1,CLOSED_NO_FINDING,6,6,0,0,4,18,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000206,FUNNEL_ACCOUNT,1,1,321,7,7,4,correspondence|open_source,0,CLOSED_NO_FINDING,2,2,0,0,3,29,1,,,0,clean,
CASE-0000207,FRAUD_REFERRAL,1,1,71,4,2,8,internal_referral,0,CLOSED_NO_FINDING,5,5,0,0,2,21,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000208,FUNNEL_ACCOUNT,1,1,220,8,8,8,open_source|kyc_file|negative_news_search,0,CLOSED_NO_FINDING,2,2,0,0,1,26,1,,,0,clean,
CASE-0000209,FRAUD_REFERRAL,1,1,90,6,6,8,open_source,1,CLOSED_NO_FINDING,5,5,0,0,1,23,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000210,FUNNEL_ACCOUNT,1,1,258,5,5,5,correspondence|open_source|kyc_file|transaction_records,0,CLOSED_NO_FINDING,2,0,0,0,3,35,1,,,1,plant_uncited_disposition,unsupported_disposition
CASE-0000211,STRUCTURING,1,1,104,6,6,5,kyc_file|account_statements|correspondence|transaction_records,0,CLOSED_NO_FINDING,4,4,0,0,4,15,1,,,0,clean,
CASE-0000212,FUNNEL_ACCOUNT,1,1,223,8,8,6,internal_referral|transaction_records|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,2,17,1,,,0,clean,
CASE-0000213,STRUCTURING,1,1,90,3,3,8,correspondence|open_source,0,CLOSED_NO_FINDING,3,3,0,0,5,18,1,,,0,clean,
CASE-0000214,STRUCTURING,1,1,153,5,5,5,correspondence|account_statements|internal_referral,1,ESCALATED_WITH_FINDING,2,2,1,1,1,12,1,,,0,clean,
CASE-0000215,STRUCTURING,1,1,143,8,8,9,negative_news_search,0,CLOSED_NO_FINDING,2,2,0,0,3,20,1,,,0,minor_findings,
CASE-0000216,FUNNEL_ACCOUNT,1,1,74,4,4,4,negative_news_search|correspondence,0,CLOSED_NO_FINDING,6,6,0,0,4,21,1,where,,0,major_findings,
CASE-0000217,STRUCTURING,1,1,107,3,3,4,transaction_records|kyc_file|internal_referral|account_statements,0,CLOSED_NO_FINDING,5,5,0,0,2,18,1,,,0,clean,
CASE-0000218,LAYERING_PASSTHROUGH,1,1,289,4,4,4,negative_news_search|transaction_records,1,CLOSED_NO_FINDING,2,2,0,0,3,28,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000219,STRUCTURING,1,1,126,8,8,9,internal_referral|open_source|transaction_records,0,CLOSED_NO_FINDING,6,6,0,0,5,11,1,,,0,clean,
CASE-0000220,STRUCTURING,1,1,160,4,4,5,kyc_file|open_source|negative_news_search|transaction_records,1,ESCALATED_WITH_FINDING,4,4,3,1,1,19,1,,,0,clean,
CASE-0000221,STRUCTURING,0,1,98,6,6,3,internal_referral|correspondence|account_statements,0,CLOSED_NO_FINDING,2,2,0,0,2,11,1,,,1,plant_missing_mandatory,missing_mandatory_element
CASE-0000222,STRUCTURING,1,1,108,8,8,8,internal_referral|kyc_file,0,CLOSED_NO_FINDING,2,2,0,0,3,17,1,when|who,,0,major_findings,
CASE-0000223,FRAUD_REFERRAL,1,1,62,5,5,5,account_statements|kyc_file|transaction_records,0,CLOSED_NO_FINDING,6,6,0,0,4,15,1,,,0,clean,
CASE-0000224,STRUCTURING,1,1,107,3,3,10,account_statements,0,CLOSED_NO_FINDING,2,2,0,0,3,33,1,,,0,minor_findings,
CASE-0000225,STRUCTURING,1,1,102,3,3,3,transaction_records|open_source|kyc_file,0,CLOSED_NO_FINDING,4,4,0,0,5,18,1,,,0,clean,
CASE-0000226,LAYERING_PASSTHROUGH,1,1,286,5,5,6,kyc_file|negative_news_search|open_source,0,ESCALATED_WITH_FINDING,3,3,3,1,2,23,1,,,0,clean,
CASE-0000227,STRUCTURING,1,1,75,3,3,8,correspondence|internal_referral|transaction_records|kyc_file,0,CLOSED_NO_FINDING,2,2,0,0,1,26,1,why,,0,major_findings,
CASE-0000228,FRAUD_REFERRAL,1,1,62,3,3,6,open_source|internal_referral|kyc_file|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,2,21,1,,,0,clean,
CASE-0000229,LAYERING_PASSTHROUGH,1,1,188,7,7,5,kyc_file|correspondence,0,CLOSED_NO_FINDING,4,4,0,1,3,49,1,,,0,minor_findings,
CASE-0000230,FRAUD_REFERRAL,1,1,67,3,3,10,open_source|transaction_records|negative_news_search,0,ESCALATED_WITH_FINDING,4,4,1,1,5,8,1,,,0,clean,
CASE-0000231,FUNNEL_ACCOUNT,1,1,223,8,8,3,correspondence|kyc_file,0,CLOSED_NO_FINDING,3,3,0,0,1,20,1,,,0,clean,
CASE-0000232,STRUCTURING,1,1,108,5,5,5,open_source|correspondence,0,CLOSED_NO_FINDING,6,6,0,0,5,7,1,,,0,clean,
CASE-0000233,STRUCTURING,1,1,72,4,4,3,account_statements|correspondence,0,CLOSED_NO_FINDING,5,5,0,0,4,9,1,who,,0,major_findings,
CASE-0000234,STRUCTURING,1,1,155,3,2,8,transaction_records|open_source,0,CLOSED_NO_FINDING,2,2,0,0,4,21,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000235,SANCTIONS_REFERRAL,1,1,115,4,4,5,kyc_file|open_source|account_statements,0,CLOSED_NO_FINDING,2,2,0,0,4,11,1,,,0,clean,
CASE-0000236,LAYERING_PASSTHROUGH,1,1,248,7,7,4,open_source|account_statements|correspondence,0,CLOSED_NO_FINDING,3,3,0,1,3,27,1,,,0,minor_findings,
CASE-0000237,LAYERING_PASSTHROUGH,1,1,231,8,6,10,kyc_file,0,CLOSED_NO_FINDING,5,5,0,0,1,41,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000238,STRUCTURING,1,1,128,6,6,6,correspondence,0,CLOSED_NO_FINDING,3,3,0,1,3,9,1,,,0,minor_findings,
CASE-0000239,STRUCTURING,1,1,102,4,1,8,internal_referral|kyc_file|negative_news_search|transaction_records,0,CLOSED_NO_FINDING,4,4,0,0,4,13,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000240,STRUCTURING,1,1,125,4,4,4,account_statements|negative_news_search,0,CLOSED_NO_FINDING,3,3,0,1,4,16,1,,,0,minor_findings,
CASE-0000241,FUNNEL_ACCOUNT,1,1,312,4,4,8,transaction_records|account_statements,0,CLOSED_NO_FINDING,6,6,0,0,2,24,1,,,0,clean,
CASE-0000242,STRUCTURING,1,1,159,5,5,8,internal_referral|open_source|negative_news_search|transaction_records,0,CLOSED_NO_FINDING,4,4,0,0,4,67,1,where,,0,major_findings,
CASE-0000243,STRUCTURING,1,1,146,7,7,6,internal_referral,0,CLOSED_NO_FINDING,4,4,0,0,5,18,1,,,0,minor_findings,
CASE-0000244,SANCTIONS_REFERRAL,1,1,112,7,7,6,negative_news_search|transaction_records|open_source|account_statements,0,CLOSED_NO_FINDING,4,4,0,0,5,3,1,,,0,clean,
CASE-0000245,STRUCTURING,1,1,149,3,3,8,transaction_records|kyc_file|account_statements,0,CLOSED_NO_FINDING,3,3,0,0,3,11,1,who|why,,0,major_findings,
CASE-0000246,FUNNEL_ACCOUNT,1,1,306,6,6,8,open_source|transaction_records|correspondence|account_statements,0,CLOSED_NO_FINDING,3,3,0,0,2,37,1,,,0,clean,
CASE-0000247,SANCTIONS_REFERRAL,1,1,95,3,3,5,account_statements|internal_referral|transaction_records,0,ESCALATED_WITH_FINDING,6,6,1,1,1,10,1,,,0,clean,
CASE-0000248,FRAUD_REFERRAL,1,1,67,8,8,9,transaction_records|correspondence,0,CLOSED_NO_FINDING,4,4,0,0,1,18,1,,,0,clean,
CASE-0000249,STRUCTURING,1,1,111,5,5,4,open_source|negative_news_search,0,CLOSED_NO_FINDING,6,6,0,0,5,11,1,,,0,clean,
CASE-0000250,STRUCTURING,1,1,111,3,3,10,transaction_records|correspondence,0,CLOSED_NO_FINDING,3,0,0,0,3,9,1,,,1,plant_uncited_disposition,unsupported_disposition
CASE-0000251,FRAUD_REFERRAL,1,1,72,8,8,9,kyc_file|open_source,0,CLOSED_NO_FINDING,4,4,0,0,4,15,1,,,0,clean,
CASE-0000252,STRUCTURING,1,1,130,5,5,5,internal_referral|transaction_records|correspondence|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,3,12,1,,,0,clean,
CASE-0000253,SANCTIONS_REFERRAL,1,1,120,7,7,10,account_statements|open_source|kyc_file|transaction_records,0,CLOSED_NO_FINDING,5,5,0,0,1,16,1,,,0,clean,
CASE-0000254,SANCTIONS_REFERRAL,1,1,147,7,7,5,correspondence|open_source,0,CLOSED_NO_FINDING,3,3,1,0,5,9,1,,,1,plant_missed_escalation,missed_escalation
CASE-0000255,STRUCTURING,1,1,121,8,8,5,kyc_file|correspondence|transaction_records|negative_news_search,0,CLOSED_NO_FINDING,5,5,0,0,4,9,1,why,conclusion|activity_reviewed,0,major_findings,
CASE-0000256,SANCTIONS_REFERRAL,1,1,130,4,4,4,negative_news_search|transaction_records,0,CLOSED_NO_FINDING,4,4,0,1,4,20,1,,,0,minor_findings,
CASE-0000257,FUNNEL_ACCOUNT,1,1,269,4,4,9,open_source|kyc_file,0,CLOSED_NO_FINDING,3,3,0,1,2,22,1,,,0,minor_findings,
CASE-0000258,STRUCTURING,1,1,112,5,5,10,internal_referral|transaction_records|account_statements|negative_news_search,0,CLOSED_NO_FINDING,4,4,0,0,3,22,1,,,0,clean,
CASE-0000259,FUNNEL_ACCOUNT,1,1,267,6,3,4,open_source|account_statements,0,CLOSED_NO_FINDING,5,5,0,0,3,21,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000260,FUNNEL_ACCOUNT,1,1,252,8,8,5,negative_news_search|transaction_records|account_statements|correspondence,0,ESCALATED_WITH_FINDING,3,3,1,1,2,17,1,,,0,clean,
CASE-0000261,STRUCTURING,1,1,126,6,6,4,transaction_records|account_statements|kyc_file|open_source,0,CLOSED_NO_FINDING,6,6,0,0,2,14,1,,,0,clean,
CASE-0000262,FRAUD_REFERRAL,1,1,100,4,4,7,correspondence|internal_referral|transaction_records|kyc_file,0,CLOSED_NO_FINDING,2,2,0,0,5,12,1,,,0,clean,
CASE-0000263,STRUCTURING,1,1,106,8,8,6,internal_referral|open_source|negative_news_search,0,CLOSED_NO_FINDING,2,2,0,0,2,24,1,,,0,clean,
CASE-0000264,FRAUD_REFERRAL,1,1,91,4,4,3,kyc_file|negative_news_search,1,CLOSED_NO_FINDING,4,4,0,0,1,18,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000265,STRUCTURING,1,1,52,6,6,10,internal_referral|negative_news_search|correspondence,0,CLOSED_NO_FINDING,5,5,0,0,4,22,1,,,0,major_findings,
CASE-0000266,FRAUD_REFERRAL,1,1,89,7,7,7,transaction_records|open_source|correspondence|kyc_file,0,CLOSED_NO_FINDING,4,4,0,1,3,36,1,,,0,minor_findings,
CASE-0000267,LAYERING_PASSTHROUGH,1,1,238,7,7,8,account_statements|internal_referral|transaction_records|open_source,0,CLOSED_NO_FINDING,4,4,0,0,1,36,1,,,0,clean,
CASE-0000268,FUNNEL_ACCOUNT,1,1,297,7,7,8,internal_referral|account_statements|negative_news_search|open_source,0,CLOSED_NO_FINDING,4,4,0,0,1,31,1,,,0,clean,
CASE-0000269,FRAUD_REFERRAL,1,1,82,3,3,7,correspondence|negative_news_search|account_statements|kyc_file,0,CLOSED_NO_FINDING,2,2,0,0,5,9,1,,,0,clean,
CASE-0000270,STRUCTURING,1,1,116,5,5,7,correspondence|transaction_records|open_source,0,CLOSED_NO_FINDING,2,2,0,0,4,21,1,,,0,clean,
CASE-0000271,LAYERING_PASSTHROUGH,1,1,252,4,4,9,kyc_file|open_source|transaction_records|account_statements,1,CLOSED_NO_FINDING,3,3,0,0,5,14,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000272,FRAUD_REFERRAL,1,1,68,8,8,4,kyc_file|internal_referral|account_statements,0,CLOSED_NO_FINDING,4,4,0,0,4,10,1,,,0,clean,
CASE-0000273,STRUCTURING,1,1,131,4,4,5,correspondence|transaction_records|account_statements,0,CLOSED_NO_FINDING,6,6,0,1,4,32,1,,,0,minor_findings,
CASE-0000274,STRUCTURING,1,1,144,5,5,6,internal_referral|transaction_records,0,CLOSED_NO_FINDING,3,3,0,0,3,24,1,,,0,clean,
CASE-0000275,FRAUD_REFERRAL,1,1,74,7,7,4,kyc_file|correspondence,0,CLOSED_NO_FINDING,5,5,0,0,1,17,1,,,0,clean,
CASE-0000276,LAYERING_PASSTHROUGH,1,1,323,8,8,8,kyc_file|account_statements|internal_referral,0,CLOSED_NO_FINDING,5,5,0,0,2,80,1,,,0,major_findings,
CASE-0000277,STRUCTURING,1,1,147,8,8,9,kyc_file|negative_news_search|internal_referral|transaction_records,0,CLOSED_NO_FINDING,6,6,0,0,1,17,1,,,0,clean,
CASE-0000278,SANCTIONS_REFERRAL,1,1,120,3,2,9,internal_referral,0,CLOSED_NO_FINDING,5,5,0,0,1,7,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000279,FUNNEL_ACCOUNT,1,1,269,5,5,5,correspondence|transaction_records|negative_news_search,0,CLOSED_NO_FINDING,6,6,0,0,1,48,1,,,0,minor_findings,
CASE-0000280,LAYERING_PASSTHROUGH,1,1,281,5,5,7,transaction_records|negative_news_search,0,CLOSED_NO_FINDING,5,5,0,0,5,37,1,,,0,clean,
CASE-0000281,SANCTIONS_REFERRAL,1,1,90,3,3,4,correspondence|negative_news_search,0,CLOSED_NO_FINDING,5,5,1,0,4,7,1,,,1,plant_missed_escalation,missed_escalation
CASE-0000282,STRUCTURING,1,1,106,8,8,7,open_source|transaction_records|internal_referral,0,CLOSED_NO_FINDING,3,3,0,0,1,25,1,when|where,,0,major_findings,
CASE-0000283,STRUCTURING,1,1,137,4,4,5,kyc_file|open_source|negative_news_search,0,CLOSED_NO_FINDING,4,4,0,0,1,11,1,what|who,,0,major_findings,
CASE-0000284,FRAUD_REFERRAL,1,1,98,6,6,5,account_statements|internal_referral,0,CLOSED_NO_FINDING,2,2,0,0,4,19,1,,,0,clean,
CASE-0000285,FRAUD_REFERRAL,1,1,83,7,4,10,internal_referral,0,CLOSED_NO_FINDING,4,4,0,0,1,17,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000286,SANCTIONS_REFERRAL,1,1,98,6,6,9,correspondence,1,CLOSED_NO_FINDING,4,4,0,0,2,11,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000287,SANCTIONS_REFERRAL,1,1,160,4,4,8,negative_news_search|internal_referral|correspondence|transaction_records,0,CLOSED_NO_FINDING,5,5,0,0,4,19,1,,,0,minor_findings,
CASE-0000288,FRAUD_REFERRAL,1,1,104,8,8,10,correspondence|account_statements|transaction_records,0,CLOSED_NO_FINDING,5,5,0,0,5,7,1,,,0,clean,
CASE-0000289,FUNNEL_ACCOUNT,1,1,234,8,8,6,open_source|correspondence,0,CLOSED_NO_FINDING,6,6,0,0,5,18,1,,,0,clean,
CASE-0000290,FRAUD_REFERRAL,1,1,91,8,8,4,open_source|transaction_records|negative_news_search,0,CLOSED_NO_FINDING,6,6,0,0,1,27,1,,,0,clean,
CASE-0000291,STRUCTURING,1,1,130,7,7,10,kyc_file|transaction_records|account_statements,0,CLOSED_NO_FINDING,5,5,0,0,5,17,1,,,0,clean,
CASE-0000292,SANCTIONS_REFERRAL,1,1,97,3,3,6,kyc_file|correspondence,0,CLOSED_NO_FINDING,4,4,0,0,3,12,1,,,0,clean,
CASE-0000293,FUNNEL_ACCOUNT,1,1,286,8,8,9,kyc_file|negative_news_search,1,ESCALATED_WITH_FINDING,3,3,2,1,2,28,1,,,0,clean,
CASE-0000294,FRAUD_REFERRAL,1,1,62,6,6,4,open_source|internal_referral|negative_news_search,0,CLOSED_NO_FINDING,6,6,0,0,3,10,1,,,0,clean,
CASE-0000295,FUNNEL_ACCOUNT,1,1,300,6,6,10,correspondence|account_statements|negative_news_search|internal_referral,0,CLOSED_NO_FINDING,3,3,0,0,1,30,1,,,0,clean,
CASE-0000296,SANCTIONS_REFERRAL,1,1,120,6,6,6,open_source|kyc_file|internal_referral,0,CLOSED_NO_FINDING,5,5,0,0,3,10,1,,,0,clean,
CASE-0000297,STRUCTURING,1,1,126,8,8,8,internal_referral|negative_news_search|account_statements|correspondence,0,CLOSED_NO_FINDING,3,3,0,0,3,61,1,why,,0,major_findings,
CASE-0000298,SANCTIONS_REFERRAL,1,1,45,7,7,9,internal_referral|negative_news_search|kyc_file|open_source,0,CLOSED_NO_FINDING,2,2,0,0,5,8,1,,,0,major_findings,
CASE-0000299,STRUCTURING,1,1,108,8,8,3,correspondence|kyc_file|account_statements|transaction_records,0,CLOSED_NO_FINDING,4,4,0,0,2,26,1,,,0,clean,
CASE-0000300,STRUCTURING,1,1,136,8,8,9,negative_news_search|internal_referral,0,CLOSED_NO_FINDING,4,4,0,0,5,21,0,,,0,major_findings,
CASE-0000301,FRAUD_REFERRAL,1,1,60,3,3,7,negative_news_search|open_source,0,CLOSED_NO_FINDING,3,3,0,0,3,24,1,,,0,clean,
CASE-0000302,SANCTIONS_REFERRAL,1,1,143,7,7,6,account_statements|kyc_file|open_source|correspondence,0,CLOSED_NO_FINDING,2,2,1,0,3,13,1,,,1,plant_missed_escalation,missed_escalation
CASE-0000303,STRUCTURING,1,1,34,7,7,5,correspondence|kyc_file|transaction_records|internal_referral,0,CLOSED_NO_FINDING,5,5,0,0,1,18,1,,,0,major_findings,
CASE-0000304,STRUCTURING,1,1,125,5,5,8,correspondence|internal_referral,0,CLOSED_NO_FINDING,4,4,0,0,5,20,1,,,0,clean,
